"番号","地区","品目","形式","材質","可燃ごみ","不燃ごみ","有害ごみ","プラスチック資源","資源","粗大ごみ","小型家電回収ボックス","集積所不可(直接搬入のみ可)","市では処理できないごみ","処理できない形式・材質","備考"
"1692","朝霞市","バスポンプ(風呂ポンプ)","30cm未満","","","◎","","","","","☆","","○","30cm以上のものは不可。",""
"1693","朝霞市","バスマット(足拭きマット)","","布製","○","","","","","◎","","","","","50cm未満に切れば可燃ごみ。"
"1694","朝霞市","バスマット(足拭きマット)","","珪藻土製","","○","","","","◎","","","","","50cm未満のものは不燃ごみ。"
"1695","朝霞市","バスラック","浴室用","","","○","","","","◎","","","","","50cm未満のものは不燃ごみ。"
"1696","朝霞市","パズルマット(ジョイントマット)","","スポンジ製、コルク製等","◎","","","","","○","","","","","50cm以上のものは粗大ごみ。"
"1697","朝霞市","バスローブ","","","○","","","","◎","","","","","","著しく汚損しているものは50cm未満に切って可燃ごみ。"
"1698","朝霞市","パソコン","","","","","","","","","☆","◎","○","仕事で使用したものは不可
ブラウン管式モニターは不可。","記録を完全に消去し、クリーンセンターへ直接持ち込むか、メーカー又は一般社団法人パソコン3R推進協会(℡03-5282-7685)に問い合わせる。また、ブラウン管式モニターは処理できません。一般社団法人パソコン3R推進協会に問い合わせてください。"
"1699","朝霞市","パソコンデスク","","","","","","","","◎","","","○","仕事で使用したものは不可",""
"1700","朝霞市","パソコン用プリンター","","","","◎","","","","○","☆","","○","仕事で使用したものは不可","50cm以上のものは粗大ごみ。ただし、レーザープリンターは卓上タイプのみ。インクカートリッジ・トナーカートリッジは販売店、メーカーへ返却してください。"
"1701","朝霞市","パソコンラック","","","","","","","","◎","","","○","仕事で使用したものは不可",""
"1702","朝霞市","バターナイフ","","金属製、プラスチック製","","◎","","","","","","","","",""
"1703","朝霞市","バターナイフ","","木製","◎","","","","","","","","","",""
"1704","朝霞市","パターマット","ゴルフ練習用具","","","","","","","◎","","","","",""
"1705","朝霞市","肌掛け布団","","","","","","","","◎","","","","",""
"1706","朝霞市","はたき","","","","○","","","","◎","","","","","50cm未満のものは不燃ごみ。"
"1707","朝霞市","肌着(下着)","","","○","","","","◎","","","","","","著しく汚損しているものは50cm未満に切って可燃ごみ。"
"1708","朝霞市","鉢(はち)","","","","◎","","","","","","","","",""
"1709","朝霞市","蜂の巣","50cm未満","","◎","","","","","","","","○","50cm以上のものは不可。","透明ビニール袋を二重にして出してください。"
"1710","朝霞市","はちまき","運動会用等","","○","","","","◎","","","","","","50cm未満に切ってください。"
"1711","朝霞市","8mm映写機","8mmまで","","","○","","","","◎","","","○","8mmを超える規格のものは不可。","50cm未満のものは不燃ごみ。"
"1712","朝霞市","パチンコ台","練習用を含む","","","","","","","","","","◎","",""
"1713","朝霞市","発炎筒","自動車用","","","","","","","","","","◎","",""
"1714","朝霞市","バッグ(かばん)","","","◎","○","","","","","","","","","金具が取り外せない場合は不燃ごみ。"
"1715","朝霞市","バッテリー","自動車用等","","","","","","","","","","◎","",""
"1716","朝霞市","バッテリーケーブル","ブースターケーブル等","","","◎","","","","","","","○","仕事で使用したものは不可",""
"1717","朝霞市","バット","調理器具(揚げ物用等)","","","◎","","","","","","","","",""
"1718","朝霞市","バット","野球用具","木製、金属製","","〇","","","","◎","","","","","50cm未満のものは不燃ごみ。"
"1719","朝霞市","バット","玩具","プラスチック製","","〇","","","","◎","","","","","50cm未満のものは不燃ごみ。"
"1720","朝霞市","バットケース","野球用具(ソフトケース)","","◎","","","","","","","","","","50cm未満に切ってください。"
"1721","朝霞市","バットケース","野球用具(ハードケース)","","","","","","","◎","","","","",""
"1722","朝霞市","法被、半被(はっぴ)","まつり用等","","○","","","","◎","","","","","","著しく汚損しているものは50cm未満に切って可燃ごみ。"
"1723","朝霞市","発泡スチロール","緩衝材、食料品トレイ、保冷ケース等","","","","","◎","","","","","","","50cm未満に切ってください。"
"1724","朝霞市","バドミントン羽(シャトル)","","","","◎","","","","","","","","",""
"1725","朝霞市","バドミントンラケット","","","","〇","","","","◎","","","","","50cm未満のものは不燃ごみ。"
"1726","朝霞市","花(生花)","","","◎","","","","","","","","","","土を落とし、乾燥させてから出してください。"
"1727","朝霞市","鼻毛カッター","電池式、手動式","","","◎","","","","","☆","","","","電池式は電池を取り外してください。"
"1728","朝霞市","花火","","","◎","","","","","","","","","","使用してから水に浸し、発火しないようにしてください。"
"1729","朝霞市","パネルヒーター","","","","○","","","","◎","","","","","50cm未満のものは不燃ごみ。"
"1730","朝霞市","パフ","化粧用","","◎","","","","","","","","","",""
"1731","朝霞市","歯ブラシ","","","〇","◎","","","","","","","","",""
"1732","朝霞市","歯ブラシ","電動式","","","◎","","","","","☆","","","","電池を取り外してください。"
"1733","朝霞市","歯ブラシスタンド","","","","◎","","","","","","","","",""
"1734","朝霞市","破魔矢(はまや)","縁起物","","","○","","","","◎","","","","","50cm未満のものは不燃ごみ。"
"1735","朝霞市","歯磨き粉の容器","","ビニールチューブ製","○","","","◎","","","","","","","中身を使い切り、容器の中を洗ってください。汚れが取れないものは可燃ごみ。"
"1736","朝霞市","刃物類","包丁、ナイフ等","","","◎","","","","","","","","","収集時に危険のないよう、紙などに包み「キケン」と表示してください。"
"1737","朝霞市","パラボラアンテナ","","","","○","","","","◎","","","","","50cm未満のものは不燃ごみ。"
"1738","朝霞市","腹巻","","","○","","","","◎","","","","","","著しく汚損しているものは50cm未満に切って可燃ごみ。"
"1739","朝霞市","バラン(握り寿司の中仕切り)","","","◎","","","","","","","","","",""
"1740","朝霞市","バランスボール","健康器具","","○","","","","","◎","","","","","中の空気を抜いてください。
50cm未満に切れば可燃ごみ。"
"1741","朝霞市","針","裁縫用","","","◎","","","","","","","","","収集時に危険のないよう、紙及びガムテープなどに包み「キケン」と表示してください。"
"1742","朝霞市","針金","","","","◎","","","","","","","","","収集時に危険のないよう、紙などに包み「キケン」と表示してください。"
"1743","朝霞市","針金ハンガー","","","","◎","","","","","","","","","クリーニング店のものは店舗への返却を優先してください。"
"1744","朝霞市","バリカン","","","","◎","","","","","☆","","","",""
"1745","朝霞市","バリケード","A型等","","","","","","","","","","◎","",""
"1746","朝霞市","バレーボール","","","◎","","","","","","","","","","中の空気を抜いてください。"
"1747","朝霞市","パレット","画材","","","◎","","","","","","","","",""
"1748","朝霞市","バレン","版画用","竹皮製","◎","","","","","","","","","",""
"1749","朝霞市","ハロゲンヒーター","","","","○","","","","◎","","","","","50cm未満のものは不燃ごみ。"
"1750","朝霞市","ハンガー","","","","◎","","","","","","","","","クリーニング店のものは店舗への返却を優先してください。50cm以上のものは粗大ごみ。"
"1751","朝霞市","ハンガーラック","","","","","","","","◎","","","","",""
"1752","朝霞市","ハンカチ","","","○","","","","◎","","","","","","著しく汚損しているものは50cm未満に切って可燃ごみ。"
"1753","朝霞市","飯盒(はんごう)","","","","◎","","","","","","","","",""
"1754","朝霞市","半紙","書道用","","◎","","","","","","","","","",""
"1755","朝霞市","反射材","ワッペン、シート等","","","◎","","","","","","","","",""
"1756","朝霞市","絆創膏(ばんそうこう)","","","◎","","","","","","","","","",""
"1757","朝霞市","はんだごて(電気ごて)","工具","","","◎","","","","","☆","","○","仕事で使用したものは不可",""
"1758","朝霞市","バンダナ","","","○","","","","◎","","","","","","著しく汚損しているものは50cm未満に切って可燃ごみ。"
"1759","朝霞市","パンチ(穴あけパンチ)","文房具","","","◎","","","","","","","○","仕事で使用したものは不可",""
